id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
1777,28,44000,RENT,4.0,EDUCATION,D,19000,16.82,0.43,N,9,1
1778,25,50000,RENT,3.0,PERSONAL,B,3600,10.65,0.07,N,4,0
1779,27,120000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,8000,7.51,0.07,N,5,0
1780,30,250000,MORTGAGE,14.0,MEDICAL,A,18000,7.51,0.07,N,5,0
1781,29,60000,MORTGAGE,0.0,VENTURE,A,6000,6.76,0.1,N,7,0
1782,27,44004,RENT,5.0,DEBTCONSOLIDATION,C,10000,13.43,0.23,Y,5,0
1783,31,90000,MORTGAGE,2.0,MEDICAL,B,12000,10.99,0.13,N,9,0
1784,21,60000,MORTGAGE,5.0,PERSONAL,A,10000,7.51,0.17,N,2,0
1785,22,72000,MORTGAGE,6.0,VENTURE,A,12000,6.62,0.17,N,3,0
1786,29,50000,OWN,2.0,PERSONAL,B,12000,9.99,0.24,N,7,0
1787,22,90000,MORTGAGE,0.0,EDUCATION,A,10000,7.49,0.11,N,3,0
1788,28,16800,RENT,0.0,HOMEIMPROVEMENT,D,5000,15.57,0.3,N,6,1
1789,30,39000,RENT,2.0,PERSONAL,B,3000,10.59,0.08,N,9,0
1790,28,51600,MORTGAGE,12.0,VENTURE,B,15000,9.91,0.29,N,5,0
1791,28,26400,RENT,0.0,MEDICAL,A,10000,6.54,0.38,N,8,1
1792,23,30000,RENT,1.0,VENTURE,B,5825,11.11,0.19,N,2,0
1793,22,33000,RENT,4.0,EDUCATION,B,5500,11.71,0.17,N,3,0
1794,24,87000,OTHER,1.0,HOMEIMPROVEMENT,B,7200,11.26,0.08,N,4,0
1795,23,48000,MORTGAGE,8.0,PERSONAL,B,3500,10.65,0.07,N,2,0
1796,29,54000,RENT,3.0,HOMEIMPROVEMENT,C,16000,13.49,0.3,Y,7,1
1797,29,50000,OWN,2.0,PERSONAL,D,10000,14.96,0.2,N,9,0
1798,43,85000,RENT,7.0,HOMEIMPROVEMENT,C,12000,11.34,0.14,Y,17,0
1799,22,100000,MORTGAGE,0.0,EDUCATION,B,5000,11.48,0.05,N,4,0
1800,25,100000,MORTGAGE,3.0,PERSONAL,A,12000,6.91,0.12,N,2,0
1801,27,65000,MORTGAGE,11.0,MEDICAL,A,6000,7.14,0.09,N,7,0
1802,38,40000,RENT,1.0,PERSONAL,C,3500,13.23,0.09,N,17,0
1803,26,60000,RENT,1.0,VENTURE,D,8000,16.07,0.13,Y,2,1
1804,30,52000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,9.63,0.19,N,6,0
1805,28,30000,RENT,3.0,MEDICAL,B,12000,11.71,0.4,N,8,1
1806,24,54100,MORTGAGE,2.0,VENTURE,A,5000,7.14,0.09,N,4,0
1807,27,65000,MORTGAGE,11.0,PERSONAL,A,9000,7.51,0.14,N,8,0
1808,26,80000,RENT,0.0,VENTURE,A,5000,6.99,0.06,N,4,0
1809,24,42000,RENT,0.0,PERSONAL,C,2500,14.22,0.06,Y,3,0
1810,39,120000,MORTGAGE,2.0,EDUCATION,B,7000,10.99,0.06,N,11,0
1811,39,80000,RENT,0.0,EDUCATION,A,5500,8.49,0.07,N,11,0
1812,29,120000,MORTGAGE,3.0,PERSONAL,A,3000,5.42,0.02,N,8,0
1813,28,70000,MORTGAGE,12.0,MEDICAL,B,10000,10.65,0.14,N,5,0
1814,50,54000,RENT,3.0,HOMEIMPROVEMENT,C,8400,14.22,0.15,N,14,1
1815,24,75000,RENT,3.0,PERSONAL,A,25000,7.29,0.33,N,2,1
1816,28,72000,MORTGAGE,7.0,EDUCATION,C,14000,13.98,0.19,N,5,0
1817,24,65000,RENT,0.0,VENTURE,A,13000,7.88,0.21,N,3,0
1818,22,108000,RENT,1.0,HOMEIMPROVEMENT,D,25000,14.96,0.23,N,4,1
1819,29,38400,OWN,5.0,PERSONAL,A,3000,5.42,0.08,N,6,0
1820,33,10140,OWN,2.0,EDUCATION,A,1000,7.29,0.1,N,10,0
1821,22,42000,RENT,3.0,DEBTCONSOLIDATION,A,4000,7.9,0.1,N,4,0
1822,22,65000,RENT,2.0,EDUCATION,C,14000,12.99,0.22,N,2,0
1823,23,70872,RENT,4.0,VENTURE,D,15000,16.49,0.21,Y,3,1
1824,22,36000,RENT,6.0,EDUCATION,B,12000,11.71,0.33,N,4,1
1825,27,120000,MORTGAGE,11.0,VENTURE,A,6000,8.49,0.05,N,10,0
1826,24,70000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,9000,9.63,0.13,N,4,0
1827,36,60000,RENT,15.0,PERSONAL,D,24000,15.31,0.4,Y,8,1
1828,29,150000,MORTGAGE,2.0,EDUCATION,A,6000,8.49,0.04,N,8,0
1829,23,32000,MORTGAGE,3.0,EDUCATION,A,7000,5.42,0.22,N,3,0
1830,40,63000,RENT,5.0,HOMEIMPROVEMENT,A,6000,7.74,0.09,N,17,0
1831,24,63755,RENT,1.0,HOMEIMPROVEMENT,C,12000,13.98,0.19,Y,2,0
1832,30,52000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,15000,10.25,0.29,N,8,0
1833,33,95000,MORTGAGE,1.0,VENTURE,B,24000,11.83,0.25,N,5,0
1834,23,90000,RENT,4.0,DEBTCONSOLIDATION,B,5000,11.99,0.06,N,3,0
1835,22,30000,RENT,0.0,HOMEIMPROVEMENT,A,6000,8.9,0.2,N,2,1
1836,24,30000,RENT,3.0,PERSONAL,A,10000,7.51,0.33,N,4,1
1837,37,60000,RENT,8.0,EDUCATION,B,12000,10.37,0.2,N,15,0
1838,24,98000,MORTGAGE,8.0,MEDICAL,D,16000,14.46,0.16,N,4,1
1839,32,63996,MORTGAGE,3.0,EDUCATION,B,4000,11.83,0.06,N,6,0
1840,30,69000,MORTGAGE,15.0,DEBTCONSOLIDATION,B,16000,11.14,0.23,N,5,1
1841,37,38000,MORTGAGE,6.0,VENTURE,C,6000,13.79,0.16,Y,15,0
1842,43,42996,MORTGAGE,1.0,HOMEIMPROVEMENT,A,12000,5.79,0.28,N,13,0
1843,24,26400,RENT,3.0,HOMEIMPROVEMENT,A,6000,7.9,0.23,N,3,0
1844,26,77500,RENT,0.0,MEDICAL,A,11500,6.91,0.16,N,4,0
1845,26,94000,RENT,2.0,PERSONAL,C,15000,10.28,0.16,Y,3,0
1846,24,30000,RENT,8.0,MEDICAL,B,5000,10.62,0.17,N,4,0
1847,27,40000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,7000,13.49,0.17,Y,10,0
1848,29,36000,MORTGAGE,6.0,PERSONAL,B,10000,12.42,0.28,N,5,1
1849,26,39000,RENT,3.0,DEBTCONSOLIDATION,D,2400,14.74,0.06,Y,4,1
1850,29,56000,MORTGAGE,10.0,PERSONAL,A,8000,8.94,0.14,N,5,0
1851,26,98760,RENT,1.0,HOMEIMPROVEMENT,A,6000,7.49,0.06,N,3,0
1852,23,40000,MORTGAGE,7.0,EDUCATION,D,10000,16.89,0.25,N,4,0
1853,28,46000,MORTGAGE,12.0,DEBTCONSOLIDATION,E,11000,18.39,0.24,Y,9,1
1854,26,70000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,8000,11.86,0.11,N,3,0
1855,22,90000,RENT,3.0,VENTURE,A,7000,6.99,0.07,N,2,0
1856,25,75000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,9600,7.49,0.13,N,4,0
1857,24,90000,RENT,2.0,PERSONAL,A,10200,8.9,0.11,N,2,0
1858,22,39000,RENT,3.0,MEDICAL,B,3000,10.37,0.08,N,3,1
1859,23,48000,RENT,7.0,DEBTCONSOLIDATION,A,12000,7.51,0.25,N,4,0
1860,33,55000,MORTGAGE,6.0,MEDICAL,A,10000,7.51,0.18,N,10,0
1861,39,57204,RENT,3.0,EDUCATION,B,15000,10.62,0.26,N,11,0
1862,22,52000,RENT,6.0,EDUCATION,B,15000,9.88,0.29,N,3,0
1863,26,66000,RENT,9.0,EDUCATION,E,15000,16.32,0.23,N,3,1
1864,26,85000,MORTGAGE,0.0,MEDICAL,B,24000,10.37,0.28,N,2,0
1865,39,86000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,25000,14.54,0.29,Y,12,1
1866,27,60000,MORTGAGE,9.0,EDUCATION,A,4000,5.79,0.07,N,5,0
1867,29,67704,RENT,1.0,PERSONAL,C,12000,11.41,0.18,N,7,0
1868,22,53000,RENT,6.0,EDUCATION,B,14400,12.42,0.27,N,3,0
1869,24,24000,OWN,9.0,MEDICAL,A,5000,7.29,0.21,N,4,0
1870,23,60000,RENT,7.0,DEBTCONSOLIDATION,C,10000,13.98,0.17,Y,2,0
1871,23,75000,MORTGAGE,7.0,MEDICAL,A,6000,6.03,0.08,N,4,0
1872,23,54000,RENT,5.0,VENTURE,C,9000,13.49,0.17,Y,2,0
1873,28,60000,MORTGAGE,7.0,EDUCATION,A,12000,7.14,0.2,N,8,0
1874,25,100000,RENT,3.0,VENTURE,B,12000,10.59,0.12,N,2,0
1875,24,72000,MORTGAGE,8.0,EDUCATION,D,2400,13.36,0.03,N,4,0
1876,21,52000,MORTGAGE,5.0,EDUCATION,C,12000,13.61,0.23,N,2,0
1877,28,110000,MORTGAGE,5.0,PERSONAL,A,3000,5.42,0.03,N,5,0
1878,24,50000,MORTGAGE,2.0,VENTURE,D,15000,12.86,0.3,N,4,0
1879,24,32000,RENT,6.0,VENTURE,B,12000,10.37,0.38,N,4,1
1880,28,30000,RENT,2.0,EDUCATION,B,4000,9.99,0.13,N,5,0
1881,29,40000,OWN,1.0,HOMEIMPROVEMENT,E,17500,16.0,0.43,N,10,0
1882,29,70000,MORTGAGE,13.0,PERSONAL,B,3000,10.74,0.04,N,5,0
1883,24,150000,MORTGAGE,8.0,PERSONAL,D,6000,14.09,0.04,N,3,0
1884,28,38300,RENT,5.0,MEDICAL,B,12000,10.25,0.31,N,8,1
1885,24,100000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,10000,11.48,0.1,N,3,0
1886,23,54000,RENT,0.0,DEBTCONSOLIDATION,D,5000,17.27,0.09,Y,2,1
1887,26,45000,MORTGAGE,0.0,VENTURE,A,4800,7.51,0.11,N,4,0
1888,39,31000,RENT,2.0,PERSONAL,B,3000,10.59,0.1,N,15,1
1889,23,54000,RENT,7.0,DEBTCONSOLIDATION,D,10000,15.31,0.19,Y,2,1
1890,38,58170,RENT,2.0,VENTURE,D,2400,15.2,0.04,Y,13,1
1891,28,55000,MORTGAGE,13.0,VENTURE,A,8000,6.99,0.15,N,10,0
1892,25,55000,MORTGAGE,9.0,VENTURE,A,6625,6.62,0.12,N,4,0
1893,24,44000,MORTGAGE,6.0,VENTURE,A,1700,6.76,0.04,N,4,0
1894,23,72000,MORTGAGE,5.0,MEDICAL,B,6000,11.99,0.08,N,4,0
1895,25,115000,RENT,2.0,EDUCATION,A,10000,7.29,0.09,N,4,0
1896,33,24000,OWN,3.0,EDUCATION,E,5000,17.99,0.21,N,10,0
1897,28,57996,OWN,5.0,VENTURE,C,1000,13.57,0.02,N,8,0
1898,23,100000,MORTGAGE,8.0,EDUCATION,C,10000,12.87,0.1,N,2,0
1899,23,75000,RENT,7.0,MEDICAL,B,12000,11.49,0.16,N,3,0
1900,29,65000,OWN,13.0,EDUCATION,A,12000,7.88,0.18,N,9,0
1901,23,38000,MORTGAGE,5.0,PERSONAL,B,8000,10.37,0.21,N,2,0
1902,22,37000,RENT,2.0,DEBTCONSOLIDATION,B,7000,10.59,0.19,N,4,0
1903,23,110000,MORTGAGE,7.0,EDUCATION,A,5000,7.43,0.05,N,4,0
1904,25,45000,RENT,1.0,MEDICAL,A,2000,7.29,0.04,N,3,0
1905,25,49000,RENT,0.0,DEBTCONSOLIDATION,F,20000,19.79,0.41,Y,4,1
1906,29,47000,OWN,4.0,HOMEIMPROVEMENT,B,6000,10.37,0.13,N,6,0
1907,28,80000,RENT,3.0,HOMEIMPROVEMENT,C,12000,12.53,0.15,Y,5,0
1908,26,80000,MORTGAGE,10.0,PERSONAL,A,6000,7.49,0.07,N,2,0
1909,26,200000,MORTGAGE,10.0,PERSONAL,A,31000,7.51,0.15,N,3,0
1910,23,48000,RENT,7.0,EDUCATION,B,5000,10.08,0.1,N,3,0
1911,36,62400,RENT,5.0,HOMEIMPROVEMENT,D,12000,14.11,0.19,N,17,0
1912,23,47472,MORTGAGE,6.0,VENTURE,B,20000,11.83,0.42,N,2,0
1913,25,36000,MORTGAGE,5.0,EDUCATION,B,13500,10.99,0.38,N,2,0
1914,38,65000,MORTGAGE,12.0,EDUCATION,A,6000,6.03,0.09,N,16,0
1915,22,102616,RENT,2.0,MEDICAL,A,18000,7.9,0.18,N,2,1
1916,23,50000,MORTGAGE,1.0,PERSONAL,B,5000,9.99,0.1,N,2,0
1917,33,55000,RENT,7.0,MEDICAL,B,9600,11.99,0.18,N,9,0
1918,32,83625,MORTGAGE,6.0,PERSONAL,A,13200,7.51,0.16,N,10,0
1919,25,33000,MORTGAGE,3.0,PERSONAL,B,3000,10.65,0.09,N,4,0
1920,23,72000,MORTGAGE,7.0,EDUCATION,A,10000,8.49,0.14,N,4,0
1921,29,55000,MORTGAGE,5.0,MEDICAL,A,10000,6.62,0.18,N,5,0
1922,36,60000,MORTGAGE,5.0,PERSONAL,A,13000,6.91,0.22,N,15,0
1923,25,78500,RENT,7.0,MEDICAL,B,12000,10.99,0.15,N,4,1
1924,23,38004,RENT,2.0,EDUCATION,A,4000,7.88,0.11,N,3,0
1925,22,60000,RENT,2.0,DEBTCONSOLIDATION,D,6400,15.99,0.11,Y,4,1
1926,25,80000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,9000,7.29,0.11,N,4,0
1927,22,56000,RENT,6.0,MEDICAL,B,10000,9.91,0.18,N,3,0
1928,41,85000,MORTGAGE,20.0,DEBTCONSOLIDATION,A,8500,7.42,0.1,N,12,0
1929,24,96000,RENT,2.0,HOMEIMPROVEMENT,C,20000,13.22,0.21,N,4,0
1930,23,36000,RENT,1.0,MEDICAL,C,10000,12.87,0.28,N,3,0
1931,27,35000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,6000,6.99,0.17,N,8,0
1932,27,75000,MORTGAGE,4.0,MEDICAL,D,10000,15.65,0.13,Y,7,0
1933,53,34000,RENT,2.0,PERSONAL,C,6000,15.96,0.18,N,23,1
1934,22,40000,RENT,3.0,EDUCATION,A,10000,6.92,0.25,N,3,0
1935,29,24000,RENT,6.0,MEDICAL,B,4800,10.65,0.2,N,9,0
1936,22,84000,RENT,4.0,PERSONAL,A,7000,9.63,0.08,N,2,0
1937,28,40000,RENT,12.0,PERSONAL,B,16000,11.14,0.37,N,7,1
1938,26,60000,MORTGAGE,10.0,PERSONAL,B,10000,12.21,0.17,N,3,1
1939,32,50000,MORTGAGE,3.0,PERSONAL,B,5500,12.69,0.11,N,5,0
1940,29,69996,MORTGAGE,13.0,PERSONAL,A,10000,7.51,0.14,N,8,0
1941,32,90000,RENT,11.0,HOMEIMPROVEMENT,C,20000,13.22,0.22,Y,8,0
1942,28,80000,RENT,12.0,PERSONAL,A,8000,5.99,0.1,N,8,0
1943,39,70000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,11500,7.51,0.16,N,15,0
1944,31,30000,RENT,0.0,VENTURE,B,10000,11.48,0.33,N,10,1
1945,24,30000,RENT,0.0,DEBTCONSOLIDATION,C,6000,13.11,0.2,N,3,0
1946,29,40000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,2500,10.74,0.06,N,7,0
1947,22,60000,RENT,1.0,EDUCATION,A,8800,6.54,0.15,N,2,0
1948,28,115000,RENT,3.0,MEDICAL,C,10000,12.87,0.09,Y,7,0
1949,39,30000,RENT,0.0,MEDICAL,C,5000,13.92,0.17,N,13,0
1950,21,28000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,6000,15.62,0.21,Y,2,1
1951,23,43000,RENT,7.0,PERSONAL,D,13350,15.65,0.31,Y,4,1
1952,28,31200,RENT,2.0,DEBTCONSOLIDATION,F,8000,20.62,0.27,N,9,1
1953,22,60000,MORTGAGE,6.0,MEDICAL,A,10000,7.49,0.17,N,2,0
1954,24,62000,MORTGAGE,8.0,PERSONAL,A,6000,7.88,0.09,N,4,0
1955,28,84000,RENT,0.0,EDUCATION,B,6000,11.83,0.07,N,9,0
1956,32,37000,RENT,4.0,MEDICAL,B,6000,10.36,0.16,N,9,0
1957,23,72000,MORTGAGE,2.0,EDUCATION,B,5000,11.99,0.07,N,4,0
1958,45,100000,RENT,0.0,MEDICAL,A,7000,8.59,0.07,N,12,0
1959,25,30000,RENT,0.0,MEDICAL,A,3500,5.42,0.11,N,3,0
1960,24,24000,OWN,5.0,VENTURE,A,7000,8.0,0.29,N,2,0
1961,37,31417,RENT,2.0,PERSONAL,A,7000,6.62,0.22,N,17,0
1962,27,120000,RENT,2.0,HOMEIMPROVEMENT,C,2500,13.79,0.02,Y,5,0
1963,25,85000,MORTGAGE,3.0,PERSONAL,B,20000,9.62,0.24,N,3,0
1964,23,100000,MORTGAGE,0.0,PERSONAL,B,10000,9.45,0.1,N,4,0
1965,27,50000,RENT,0.0,MEDICAL,B,6000,10.36,0.12,N,6,0
1966,25,66300,MORTGAGE,5.0,MEDICAL,A,22000,6.91,0.32,N,3,1
1967,25,42000,MORTGAGE,9.0,EDUCATION,C,6000,12.99,0.14,N,4,0
1968,26,65000,MORTGAGE,1.0,EDUCATION,A,15000,7.49,0.23,N,4,0
1969,30,50000,MORTGAGE,4.0,EDUCATION,A,5600,8.59,0.11,N,6,0
1970,26,50400,RENT,0.0,EDUCATION,B,1000,11.89,0.02,N,2,0
1971,24,46800,MORTGAGE,5.0,MEDICAL,B,2800,11.99,0.06,N,4,0
1972,30,48000,MORTGAGE,13.0,MEDICAL,B,3500,10.59,0.07,N,6,0
1973,32,55000,MORTGAGE,16.0,MEDICAL,A,6000,6.03,0.11,N,5,0
1974,24,25800,MORTGAGE,2.0,HOMEIMPROVEMENT,C,2000,13.85,0.08,N,3,0
1975,25,32000,RENT,0.0,DEBTCONSOLIDATION,B,6000,11.14,0.19,N,3,0
1976,33,40000,RENT,4.0,VENTURE,C,5000,13.98,0.13,Y,10,0
1977,34,60000,RENT,2.0,MEDICAL,B,2400,9.91,0.04,N,5,0
1978,23,75000,RENT,2.0,EDUCATION,B,8000,9.91,0.11,N,2,0
1979,42,66000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,3600,8.0,0.05,N,13,0
1980,25,85000,RENT,9.0,EDUCATION,A,5000,7.9,0.06,N,2,0
1981,31,44000,RENT,6.0,EDUCATION,C,11650,13.49,0.27,N,9,0
1982,22,50000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5000,6.99,0.1,N,4,0
1983,24,38000,MORTGAGE,4.0,MEDICAL,C,16700,13.49,0.43,N,3,0
1984,34,60000,RENT,6.0,PERSONAL,B,12000,9.91,0.2,N,9,0
1985,26,44000,MORTGAGE,1.0,MEDICAL,A,3000,9.63,0.07,N,2,0
1986,45,47496,RENT,8.0,VENTURE,B,5000,12.69,0.11,N,13,0
1987,34,60000,RENT,6.0,VENTURE,C,10000,13.49,0.17,N,9,0
1988,23,50000,MORTGAGE,7.0,PERSONAL,B,6000,10.36,0.12,N,4,0
1989,25,30000,RENT,4.0,EDUCATION,B,7000,9.91,0.23,N,4,1
1990,25,38400,RENT,2.0,MEDICAL,B,12000,10.99,0.31,N,2,1
1991,23,24000,RENT,1.0,EDUCATION,A,7000,8.9,0.29,N,3,1
1992,24,32000,RENT,3.0,MEDICAL,D,5000,15.21,0.16,N,4,1
1993,25,72000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,14000,14.65,0.19,Y,3,0
1994,25,37000,MORTGAGE,0.0,PERSONAL,B,5000,11.86,0.13,N,2,0
1995,25,50000,MORTGAGE,5.0,PERSONAL,A,12000,7.88,0.24,N,4,0
1996,29,80796,MORTGAGE,13.0,PERSONAL,B,6000,11.89,0.07,N,8,0
1997,24,110000,MORTGAGE,8.0,VENTURE,C,25000,13.48,0.23,N,2,0
1998,24,27600,RENT,1.0,HOMEIMPROVEMENT,A,3200,7.49,0.13,N,2,1
1999,33,75000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,6000,13.49,0.08,N,8,0
2000,22,80000,MORTGAGE,6.0,VENTURE,C,8000,15.27,0.1,N,4,0
2001,39,105000,MORTGAGE,7.0,MEDICAL,A,7200,7.49,0.07,N,16,0
2002,24,65000,MORTGAGE,8.0,MEDICAL,A,10000,5.79,0.15,N,3,0
2003,30,75000,OWN,4.0,EDUCATION,A,7500,7.14,0.11,N,8,0
2004,30,26400,RENT,3.0,DEBTCONSOLIDATION,C,1500,14.22,0.06,N,8,0
2005,23,100000,RENT,0.0,MEDICAL,A,6000,7.51,0.06,N,2,0
2006,24,90000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,12000,7.51,0.13,N,3,0
2007,23,54000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,12000,13.23,0.22,N,3,0
2008,27,120775,OWN,11.0,EDUCATION,A,12000,8.94,0.1,N,6,0
2009,24,29004,RENT,8.0,MEDICAL,B,5000,10.0,0.17,N,2,1
2010,24,43000,RENT,0.0,MEDICAL,B,12000,11.71,0.28,N,2,0
2011,28,45500,RENT,1.0,VENTURE,B,5000,10.37,0.11,N,6,0
2012,33,110000,MORTGAGE,5.0,VENTURE,C,3000,14.27,0.03,N,7,0
2013,22,78000,MORTGAGE,5.0,EDUCATION,A,14000,6.03,0.18,N,2,0
2014,26,90000,RENT,2.0,VENTURE,C,21000,14.26,0.23,N,4,0
2015,27,40000,MORTGAGE,4.0,MEDICAL,A,4000,7.14,0.1,N,8,0
2016,24,30000,RENT,2.0,VENTURE,B,3000,11.12,0.1,N,3,0
2017,31,130000,MORTGAGE,15.0,HOMEIMPROVEMENT,C,12000,13.16,0.09,Y,6,0
2018,33,77100,RENT,6.0,DEBTCONSOLIDATION,A,35000,8.49,0.45,N,7,1
2019,24,99996,MORTGAGE,2.0,PERSONAL,C,10000,12.99,0.1,N,2,0
2020,23,25000,RENT,1.0,DEBTCONSOLIDATION,B,3500,10.38,0.14,N,2,0
2021,24,90000,RENT,1.0,VENTURE,B,20000,12.18,0.22,N,2,0
2022,22,180000,MORTGAGE,2.0,EDUCATION,A,6000,6.54,0.03,N,3,0
2023,27,75000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,15000,12.21,0.2,N,10,0
2024,23,55000,RENT,5.0,EDUCATION,C,8000,13.49,0.15,N,4,0
2025,26,99275,RENT,1.0,PERSONAL,C,10000,14.65,0.1,Y,4,0
2026,22,78720,RENT,6.0,VENTURE,B,9000,11.11,0.12,N,2,0
2027,26,30000,RENT,1.0,MEDICAL,C,10000,13.22,0.33,N,4,1
2028,24,40000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,3600,7.29,0.09,N,2,0
2029,53,60000,RENT,0.0,DEBTCONSOLIDATION,D,14000,14.91,0.23,Y,21,1
2030,28,30000,RENT,3.0,MEDICAL,B,8050,12.69,0.27,N,6,1
2031,22,59000,RENT,2.0,EDUCATION,A,18000,8.9,0.31,N,2,1
2032,25,106000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,5000,9.88,0.05,N,2,0
2033,26,106000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,6000,12.69,0.06,N,2,0
2034,22,30000,RENT,5.0,HOMEIMPROVEMENT,E,8000,19.29,0.27,N,2,1
2035,24,100000,MORTGAGE,8.0,EDUCATION,A,12000,7.14,0.12,N,4,0
2036,25,75000,RENT,0.0,EDUCATION,A,5000,8.0,0.07,N,4,0
2037,25,29640,RENT,2.0,MEDICAL,D,5000,14.96,0.17,Y,4,1
2038,23,80000,RENT,7.0,VENTURE,A,10000,7.49,0.13,N,4,0
2039,33,150000,MORTGAGE,11.0,EDUCATION,B,14000,9.91,0.09,N,9,0
2040,27,63000,RENT,11.0,HOMEIMPROVEMENT,B,8000,11.49,0.13,N,10,0
2041,22,56950,RENT,6.0,MEDICAL,B,7550,10.75,0.11,N,4,1
2042,27,48000,RENT,2.0,EDUCATION,C,10000,13.72,0.21,N,7,0
2043,23,31000,RENT,3.0,DEBTCONSOLIDATION,A,12000,7.29,0.39,N,3,1
2044,37,40000,RENT,5.0,VENTURE,C,12000,12.87,0.3,Y,17,0
2045,22,36000,RENT,2.0,PERSONAL,A,3000,5.79,0.08,N,3,0
2046,23,25000,RENT,3.0,DEBTCONSOLIDATION,A,6200,7.88,0.25,N,3,0
2047,30,39000,RENT,0.0,MEDICAL,B,5000,11.36,0.13,N,5,1
2048,30,61828,RENT,4.0,PERSONAL,D,11000,18.39,0.18,N,4,0
2049,31,96000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,10000,9.99,0.1,N,5,0
2050,24,48000,RENT,8.0,VENTURE,A,12000,7.88,0.25,N,4,0
2051,24,60000,RENT,0.0,PERSONAL,B,10000,10.25,0.17,N,2,0
2052,32,64700,RENT,3.0,MEDICAL,B,20000,12.53,0.31,N,5,1
2053,36,70000,RENT,5.0,PERSONAL,B,13000,11.99,0.18,N,12,0
2054,21,65000,RENT,5.0,VENTURE,B,5000,11.99,0.08,N,4,0
2055,23,45000,RENT,5.0,VENTURE,B,8000,10.65,0.18,N,2,0
2056,27,61000,OWN,7.0,DEBTCONSOLIDATION,C,4000,13.49,0.07,Y,10,0
2057,25,110000,RENT,9.0,VENTURE,C,20000,11.22,0.18,N,2,0
2058,26,125600,OWN,10.0,PERSONAL,B,12500,11.36,0.1,N,2,0
2059,32,47928,MORTGAGE,15.0,DEBTCONSOLIDATION,C,5400,13.98,0.13,Y,9,0
2060,27,71004,MORTGAGE,1.0,PERSONAL,B,6000,9.25,0.09,N,9,0
2061,29,100000,RENT,5.0,PERSONAL,B,12000,10.99,0.12,N,9,0
2062,27,120000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,6000,7.51,0.05,N,10,0
2063,30,34000,RENT,1.0,DEBTCONSOLIDATION,A,12000,7.51,0.35,N,6,1
2064,33,54000,MORTGAGE,15.0,PERSONAL,B,6000,11.49,0.11,N,7,1
2065,23,54000,RENT,8.0,PERSONAL,A,12000,7.88,0.22,N,2,0
2066,35,55000,MORTGAGE,18.0,VENTURE,C,1500,13.43,0.03,N,7,0
2067,37,90000,RENT,4.0,DEBTCONSOLIDATION,A,3000,6.03,0.03,N,12,0
2068,23,50000,RENT,7.0,EDUCATION,C,10000,13.57,0.2,Y,4,0
2069,31,100000,MORTGAGE,9.0,PERSONAL,C,13000,13.06,0.13,N,5,0
2070,25,78000,MORTGAGE,9.0,EDUCATION,A,8000,7.14,0.1,N,2,0
2071,22,42000,RENT,4.0,PERSONAL,B,15250,11.26,0.36,N,4,1
2072,24,35000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,5.99,0.29,N,4,0
2073,36,95000,RENT,0.0,PERSONAL,B,4000,12.69,0.04,N,16,0
2074,28,85000,MORTGAGE,12.0,MEDICAL,B,28000,10.65,0.32,N,9,0
2075,25,75000,MORTGAGE,4.0,EDUCATION,D,4000,14.54,0.05,Y,3,0
2076,21,45000,RENT,3.0,EDUCATION,B,5700,10.39,0.12,N,4,0
2077,28,45691,RENT,12.0,VENTURE,A,7000,7.9,0.16,N,6,0
2078,37,42000,RENT,2.0,MEDICAL,B,2000,11.26,0.05,N,17,0
2079,24,60000,RENT,1.0,DEBTCONSOLIDATION,C,7200,12.73,0.12,Y,2,0
2080,23,65000,RENT,3.0,DEBTCONSOLIDATION,B,10000,10.25,0.15,N,3,0
2081,28,56864,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10700,7.88,0.18,N,5,0
